,review,rating,book_url
27,"Favorite quotes:- ""In data science, by contrast to software engineering, code shouldn't always be good; it should be eventually good.""- ""In Agile Data Science, we value generalists over specialists...Examples of good Agile Data Science team members include: Designers who deliver working CSS; Web developers who build entire applications and understand the user interface and user experience; Data scientists capable of both research and building web services and applications; Researchers who check in working source code, explain results, and share intermediate data; Product managers able to understand the nuances in all areas""- ""In data products, the data is ruthlessly opinionated. Whatever we wish the data to say, it is unconcerned with our own opinions. It says what it says. This means the waterfall model has no application. It also means that mocks are an insufficient blueprint to establish consensus in software teams.""- ""Extracted features from unstructured data get cleaned only in the harsh light of day, as users consume them and complain; if you can't ship your features as you extract them, you're in a state of free fall. The hardest part of building data products is pegging entity and feature extraction to products smaller than your ultimate vision. This is why schemas must start as blobs of unstructured text and evolve into structured data only as features are extracted.Features must be exposed in some product form as they are created, or they will never achieve a product-ready state. Derived data that lives in the basement of your product is unlikely to shape up. It is better to create entity pages to bring entities up to a ""consumer-grade"" form, to incrementally improve these entities, and to progressively combine them than to try to expose myriad derived data in a grand vision from the get-go.""- ""Rare is the chart that tells a story. This is because most people make a chart and move on… when in reality, you have to iteratively create and improve charts to achieve useful visualizations... You can create charts in an ad hoc way at first, but as you progress, your workflow should become increasingly automated and reproducible.""-""Agile Data Science is an approach to data science centered around web application development. It asserts that the most effective output of the data science process suitable for effecting change in an organization is the web application. It asserts that application development is a fundamental skill of a data scientist. Therefore, doing data science becomes about building applications that describe the applied research process: rapid prototyping, exploratory data analysis, interactive visualization, and applied machine learning.""", 4 out of 5,https://www.goodreads.com/book/show/30014113/reviews
28,"As of February 2022, the code examples on Github are fully updated and there is now a simple Dockerfile you can run and Jupyter notebooks for all examples. This greatly enhances the book - but if you don't know to look in the Github repository for this information you are likely to be frustrated.", 5 out of 5,https://www.goodreads.com/book/show/30014113/reviews
29,"This book describes Russell's perspectives on good data science workflow using an agile methodology. He walks through a project about airline flight data in great detail and shows off some really neat tricks for building web apps and doing predictive analytics at scale. I would describe the material at intermediate level, where the reader should already be familiar with the data science ecosystem.I loved chapter 2, which introduces the technology stack. It's awesome to see minimal working snippets from a whole lineup of open source tools that comprise Russell's pipeline. In particular the Ariflow section her is quite nice. In the remainder of the book, we see how to pull these technologies together.As others have mentioned, the code is not 100% plug and play. This is hardly surprising given the quickly evolving nature of open source, and particularly how new his tools are. Sure, you could pick up a book on MySQL and run most of the code without issue, but Russell is working with much newer (and frankly more interesting) technologies. From my perspective, I am not running any code from the book but just reading through and noting code that will make great reference later. A couple issues that did bother me was the occasional typo, repeated code block or missing attention to detail in presentation. But don't let that stop you from checking out this excellent book.", 4 out of 5,https://www.goodreads.com/book/show/30014113/reviews
30,"I'm not sure anyone comes to Goodreads for textbook reviews, but I read it so I'm reviewing it briefly...3.5 stars. It's a good use-case for getting a web app up and running that includes a machine learning model and that scales easily. The title isn't kidding when it says full-stack, the case here leverages: MongoDB, ElasticSearch, Kafka, Airflow, numerous Python (Flask, sci-kit learn, etc...) libraries, and more all with Spark (through Pyspark) as the primary engine. It's probably most useful as a primer on building a Spark based machine learning model and, most importantly, deploying it. I'd say it requires a cursory-to-intermediate understanding of most of the technologies included. It's getting a bit long in the tooth now that it's almost 5 years old, but if you know enough to follow along, you probably know where any potential deprecations lie. I thought it was helpful for those with an intermediate Data Science background. ", 4 out of 5,https://www.goodreads.com/book/show/30014113/reviews
31,"impresionante. Pese a ser R mi opción principal y este libro usar Python, su enfoque , centrándose en la parte ""científica"" de la labor del Data Scientist es claramente acertada. Los primeros capítulos describen mi día a día de forma tan acertada que me ha llegado a emocionar. Su enfoque de mantener las cosas tan sencillas y escalables como sea posible centrándonos en las personas más que en los procesos, liberando resultados de manera rápida y continuada a lo largo del proceso, son consejos que aplico en mi día a día y recomiendo a cualquier persona que se dedique a esto.", 5 out of 5,https://www.goodreads.com/book/show/30014113/reviews
32,Interesting ideas and quite detail explanation of implementation.I read this mainly for the description of the process and for hints how one might actually go about implementing all the steps. Book is clear on these points and therefore 5 stars. If one actually went on and ran the code probably something might not really work - but that's software :)I am actually into these ideas and will do my best to get DS process at my current employer as close as is practical to this., 5 out of 5,https://www.goodreads.com/book/show/30014113/reviews
33,"Not bad at illustrating the concepts, but a bit too specific for the technology stack that was mentioned in the book. I thought this was helpful for data scientists to understand different steps in the process that they don't always see(DevOps, etc.).The author's definition of ""data science"" (page 4) is more similar to ""big data"" than ""statistics,"" so beware that you're not going to get a lot of stats out of this book.", 2 out of 5,https://www.goodreads.com/book/show/30014113/reviews
34,A bit dated and rough around the edges but still excellent., 3 out of 5,https://www.goodreads.com/book/show/30014113/reviews
35,An Introduction to Data Structures With Applications (Mcgraw Hill Computer Science Series), 2 out of 5,https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
36,, 4 out of 5,https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
37,,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
38,"I want to read this book so earlier,but i didn't find this anywhere....So i so excited and happy....","el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
39,NICE,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
40,Nice,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
41,Data structure,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
42,Good Book For AI Algorithms,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
43,Currently i am learning data structures. So i am much desparate to read this. But it's not available online. So i want to read the book .Thanks for giving your valuable time.,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
44,only i wan to read. but the website fuck up,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
45,Thank you, 3 out of 5,https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
46,GOOD,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
47,goo, 5 out of 5,https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
48,i thin very good,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
49,how to start reading?,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
50,good, 4 out of 5,https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
51,this book is awesome...,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
52,Read it,"el=""Review ",https://www.goodreads.com/book/show/2252922.An_Introduction_to_Data_Structures_With_Applications?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=77/reviews
53,"Despite Diggle's distinguished reputation, I have never found this book particularly helpful or illuminating. This may reflect the fact that most of the data I dealt with were not particularly amenable to the GEE approach.", 3 out of 5,https://www.goodreads.com/book/show/17070412/reviews
54,"I've classified this as abandoned/unfinished as part of my 2018 amnesty on trying to finish everything I've started. It isn't a commentary on this book, but more that I have over 30 books 'currently reading' and I want to get that down to two (one fiction, one non-fiction). I'll be putting this disclaimer on a number of books :(Technically, this probably isn't 'unfinished' because I've read most/all of the book in the past, before I started recording things here, but the plan had been to read it straight through. ","el=""Review ",https://www.goodreads.com/book/show/17070412/reviews
55,"An interesting book that challenges to think about Data Science beyond a ""model building"" step. I enjoyed that there were use cases solved in increasing sophistication as the author developed the book. However, the book covers a lot of ground and quite a few parts felt really rushed and shallow. There are quite a few references to relevant sources (books and articles) at the end of the chapters to dive deeper, thouhg.", 4 out of 5,https://www.goodreads.com/book/show/51771831/reviews
56,"I had some difficulties while reading the book and probably because I am not yet at the right level to understand the nuances contained in the content. ""Analytical Skills for AI and Data Science: Building Skills for an Ai-Driven Enterprise"" by Daniel Vaughan is an excellent resource for individuals and organizations looking to develop and improve their analytical skills for the age of Artificial Intelligence and Data Science. The book provides a comprehensive overview of the various analytical methods and techniques used in the field, including statistical analysis, data visualization, and machine learning. The author presents the information in a clear and easy-to-understand manner, making it accessible to both beginners and experienced practitioners.The book is well-organized and easy to navigate, with a table of contents that allows readers to quickly find the information they need. Additionally, the author includes plenty of examples and case studies to illustrate the concepts he covers, making the book even more engaging and helpful. The author also provides a clear explanation of how to build and implement analytical skills within an enterprise, which makes it a valuable resource for organizations looking to develop and improve their analytical capabilities.Overall, ""Analytical Skills for AI and Data Science: Building Skills for an Ai-Driven Enterprise"" is a valuable resource for anyone looking to improve their analytical skills in the field of Artificial Intelligence and Data Science. The author's expertise in the field is evident throughout the book, and the wealth of information he provides is sure to be useful for individuals and organizations looking to develop their analytical capabilities. I highly recommend this book to anyone interested in developing analytical skills for the age of Artificial Intelligence and Data Science.", 4 out of 5,https://www.goodreads.com/book/show/51771831/reviews
57,"Aimed at beginners. Quite a bit of repetitive content. Concepts that this book attempts to teach:-pyramid principle by barbara minto (one example is directly lifted from this book) -5 whys (in this book it is called - ""the sequence of why"")-MECE principle (you would be familiar with this if you are a consultant) i.e breaking down large complex problems into smaller mutually exclusive parts-framing business problem statements etc.", 3 out of 5,https://www.goodreads.com/book/show/51771831/reviews
58,Extraordinary revision of ground knowledge and skills that managers should have to leverage from new technology and data mining possibilities in order to take better decisions. Very well structured. If you are into Data Science you may as well benefit of a return to basics., 5 out of 5,https://www.goodreads.com/book/show/51771831/reviews
59,"Interesting, but too heavy for my taste. Full of technicalities and complicated formulas. I read most of the text, but skipped the scientific explanations. The chapter about the applications was more to the ground and I could grasp a little bit more of it. ", 3 out of 5,https://www.goodreads.com/book/show/20308979/reviews
60,A decent introduction for individuals with a business background on the problems and applications of data science in a big data setting., 3 out of 5,https://www.goodreads.com/book/show/20308979/reviews
61,"If you already have been introduced to big data, this book, through practical examples helps you to sum up your knowledge or find your place. If you are curious about Big data, I recommend Wikipedia and Internet for general information. If your field is CS, I totally recommend this book. ", 4 out of 5,https://www.goodreads.com/book/show/20308979/reviews
62,"A nice outline of the field, but I could have used more ""where to go next"" advice. There are no references, notes, nor bibliography, and the ebook lacks an author's bio as well. Who is Daniel Covington and why should we rely on him?", 2 out of 5,https://www.goodreads.com/book/show/28274767/reviews
63,There's no math or algorithms here - just high-level descriptions about how analytics can be useful., 2 out of 5,https://www.goodreads.com/book/show/28274767/reviews
64,"In one of our subject in college I used this book as a reference and I am thankful indeed to Covington as everything about Analytics has been explained to me in full details with an in depth manner that I was able to comprehend its true essence. With the aid of this book I learned the basics of Data Science as it is easy to read that it touched down variety of academic disciplines, including business, computer science, statistics, in relation to the idea of discovering new insights and ideas from data gathering. All in all this is a very informative book analytics has been so simple for me and thus helped me a lot passed this subject during my college days.", 5 out of 5,https://www.goodreads.com/book/show/28274767/reviews
65,"Mr. Covington has clearly mastered a technique I longed for during my college days: to fill an insane amount of pages with zero actual content.Realizing this book had chapters on predictive analysis and R was pretty much what sealed the purchase; my hopes were that of learning techniques with practical examples, and what I got in return were a few pages with a content so poor that would make a Business Administration introductory course teacher proud.I've got a pretty solid decade's worth of work experience which might've led most of the content being obvious to me, but then again the title is absurdly misleading and I felt as though I've been ripped off.", 1 out of 5,https://www.goodreads.com/book/show/28274767/reviews
66,"This is a great book to read! Becoming a boss is not that easy especially if you are fully equipped and knowledgeable enough about business. Planning your own business is a must and need to study and understand first before pursuing such. With the help of his book, everything you need and want to learn will be provided. Included here the data analysis that sometimes everyone found it more difficult to handle. Also some tips and techniques to sustain success. I do hope that everyone will read this book as their guide to business success.", 5 out of 5,https://www.goodreads.com/book/show/28274767/reviews
67,I think anything I got out of this book was entirely coincidental. This is a much fluffier book on analytics than I was thinking it would be. Definitely not for a stats or math person. Might be good for someone who has just learned the term Analytics., 2 out of 5,https://www.goodreads.com/book/show/28274767/reviews
68,"Eh...it was a decent enough primer, but not a lot of substance.", 2 out of 5,https://www.goodreads.com/book/show/28274767/reviews
69,"In this novel and refreshing textbook, David de Vaus directs students to the core of data analysis. The book is an authoritative guide to the problems facing beginners in the field. Analyzing Social Science Data guides students in: problems with the initial data; problems with the initial variables; how to handle too much data; how to generalize; problems of analyzing single variables; problems examining bivariate relationships; and problems examining multivariate relationshipsThe book is a tour de force in making data analysis manageable and rewarding for today′s undergraduate studying research methods.`I′m full of admiration for this book. Once again, David de Vaus has come up with a superb book that is well written and organized and which will be a boon to a wide range of students. He has taken a vast array of problems that users of quantitative data analysis procedures are likely to encounter. The selection of issues and problems ... reflects the experience of a true practitioner with a grasp of his field and of the intricacies of the research process. The selection of issues clearly derives also from experience of teaching students how to do research and analyse data....A large number of practitioners will want the book. I was surprised at how much I learned from this. This will be a vital book for the bookshelves of practitioners of the craft of quantitative data analysis′ - 
Alan Bryman, Professor of Social Research, Loughborough University 
", 4 out of 5,https://www.goodreads.com/book/show/889232.Analyzing_Social_Science_Data?from_search=true&from_srp=true&qid=lolPVmy4Sz&rank=101/reviews
70,"This is NOT even a book. It's just a cheap tutorial brochure about Python. The entire thing goes like ""click here, type this, then click here, then type this"". It doesn't even explain what you are doing or why you are doing it. All you are going to learn from this book is how to go through motions and copy paste some code presented in the brochure. I repeat, this is NOT a book. Simply a brochure. ", 1 out of 5,https://www.goodreads.com/book/show/42848709/reviews
71,Not so good as competitors book about Data science. However in sale can be quite good alternative for basics of Data science, 3 out of 5,https://www.goodreads.com/book/show/42848709/reviews
72,"I've been reading a bunch of journal articles about missing data and imputation, but had I known this book would be so clear, concise and thorough, I wouldn't have bothered with the journal articles. I've found a lot of the terminology (types of missing data mechanisms, types of strategies) confusing and not well defined in the literature; this book helped me understand the terminology not only through better descriptions, definitions and examples of the terms, but through Dr. Enders' work in specifically addressing how they differ from one another. This is a great reference for the personal library that I will refer to time and time again! ", 5 out of 5,https://www.goodreads.com/book/show/8450213/reviews
73,"First two chapters are excellent for conceptually understanding the effects that missing data has on inferences and the various ways missing data has been handled in the past (and why none of those are ideal). I regularly assign these to my students, and they always get a lot out of them.The remainder of the book explains the multiple imputation method in detail.","el=""Review ",https://www.goodreads.com/book/show/8450213/reviews
74,"State of the art, and oriented to psychologists using structural equation methods.", 5 out of 5,https://www.goodreads.com/book/show/8450213/reviews
75,"This is a hidden jewel. This book includes valuable info. Not that bad. In fact, I would almost say that it's top-notch. Such an interesting theme. I think I will let my sibling or partner listen to it. They have to understand that there are actually audiobooks like these in the market.", 5 out of 5,https://www.goodreads.com/book/show/52218628/reviews
76,Wished I had this in grad school Every chapter had information that I could have used in grad school when I was looking for a job. The book is great resource for new grads and people looking for a new job in data since. I wished I had the book 5 years ago. ,"el=""Review ",https://www.goodreads.com/book/show/55000016/reviews
77,"Who is this book for? People who have done courses in data science and are currently preparing for data science interviews.Pros- I got a list of topics that I should get prepared for my interview. - It was a pleasant experience to have the ""topics to prepare"" in 1 book.- I understood the topics that I should revise, topics that I am good at, and the topics to explore furthermore.Cons- COVID-19 job market was mentioned only once in the book overall. With the current hardships finding the job, I expected more details would be given on this topic.- As I was reading the Kindle format, I wasn't able to read many of the figures in the book despite the maximum zoom-in. I hope Amazon kindle addresses this issue.Fantastic book and recommend the data science interview preparers to check it out.", 4 out of 5,https://www.goodreads.com/book/show/55000016/reviews
78,"I watched on YouTube an interview with the author, Bill Schmarzo, and found interesting what he said and his career: he is not the typical millennial data guru but a seasoned professional with many decades of experience in the BI and analytics world (way before it was ""the sexiest job"").I think this book does a good job introducing key aspects of the most important data and analytics concepts. I did a master in Data Mining so I already knew them, but the author provides a practical framework and approach for almost everything you need to develop as a data lead so it's useful also for the ones with more experience. The text becomes a little too repetitive (concepts and examples) and has a more high-level approach than I expected (many parts are written in the style of a textbook while using more of his personal experience and challenges could be more useful, I guess). It's clear that he loves to teach: all the main algorithms are explained in a very easy to understand way and also the steps of every processes (in some moments it even reminds me of the ""For Dummies"" series, but with a more academic language).I found the Analytics Hub and Spoke Analytics section interesting and also the last chapters in which he explores score development, data monetization, envisioning and chief data monetization officer role.", 3 out of 5,https://www.goodreads.com/book/show/26518722/reviews
79,"This book sets you rolling to make maximum of data and stages to improve and seeing it from a business perspective. Bill is a great leader as well as teacher,while he currently is CTO of Hitachis Digital initiatives. ", 5 out of 5,https://www.goodreads.com/book/show/26518722/reviews
80,"All the frameworks, examples and contents in the book are helpful for MBA students with Data Analytics focus and organizations finding ways to monetize their data.", 5 out of 5,https://www.goodreads.com/book/show/26518722/reviews
81,Lots of useful tips and techniques to apply to helping a business develop big data usage., 4 out of 5,https://www.goodreads.com/book/show/26518722/reviews
